,Group,Sample,BW,dpi,BT,pred_y,CI_lower,CI_upper
25,바이러스 접종군,V11,25.6,0,36.4,24.63980128368559,24.47221184122523,24.807390726145947
67,바이러스 접종군,V2,24.73,1,36.4,24.63980128368559,24.47221184122523,24.807390726145947
101,바이러스 접종군,V6,24.67,1,36.4,24.63980128368559,24.47221184122523,24.807390726145947
103,바이러스 접종군,V8,24.6,1,36.4,24.63980128368559,24.47221184122523,24.807390726145947
209,바이러스 접종군,V12,27.39,3,36.4,24.63980128368559,24.47221184122523,24.807390726145947
404,바이러스 접종군,V9,26.54,6,36.5,24.691050382637467,24.522011248749312,24.860089516525623
145,바이러스 접종군,V14,26.0,2,36.5,24.691050382637467,24.522011248749312,24.860089516525623
36,바이러스 접종군,V7,26.4,0,36.5,24.691050382637467,24.522011248749312,24.860089516525623
175,바이러스 접종군,V4,28.3,2,36.5,24.691050382637467,24.522011248749312,24.860089516525623
150,바이러스 접종군,V4,23.63,2,36.5,24.691050382637467,24.522011248749312,24.860089516525623
21,바이러스 접종군,V7,26.4,0,36.5,24.691050382637467,24.522011248749312,24.860089516525623
58,바이러스 접종군,V3,22.8,0,36.5,24.691050382637467,24.522011248749312,24.860089516525623
173,바이러스 접종군,V2,26.3,2,36.5,24.691050382637467,24.522011248749312,24.860089516525623
274,바이러스 접종군,V11,26.03,4,36.5,24.691050382637467,24.522011248749312,24.860089516525623
263,바이러스 접종군,V10,24.2,3,36.5,24.691050382637467,24.522011248749312,24.860089516525623
545,바이러스 접종군,V14,26.6,11,36.5,24.691050382637467,24.522011248749312,24.860089516525623
234,바이러스 접종군,V7,23.61,3,36.5,24.691050382637467,24.522011248749312,24.860089516525623
70,바이러스 접종군,V5,25.87,1,36.5,24.691050382637467,24.522011248749312,24.860089516525623
470,바이러스 접종군,V9,26.77,7,36.5,24.691050382637467,24.522011248749312,24.860089516525623
57,바이러스 접종군,V2,22.7,0,36.5,24.691050382637467,24.522011248749312,24.860089516525623
267,바이러스 접종군,V4,26.4,4,36.5,24.691050382637467,24.522011248749312,24.860089516525623
165,바이러스 접종군,V4,23.63,2,36.5,24.691050382637467,24.522011248749312,24.860089516525623
219,바이러스 접종군,V7,23.61,3,36.5,24.691050382637467,24.522011248749312,24.860089516525623
543,바이러스 접종군,V12,27.2,11,36.6,24.742299481589345,24.57171845400706,24.912880509171632
544,바이러스 접종군,V13,27.2,11,36.6,24.742299481589345,24.57171845400706,24.912880509171632
135,바이러스 접종군,V4,26.15,2,36.6,24.742299481589345,24.57171845400706,24.912880509171632
335,바이러스 접종군,V6,29.59,5,36.6,24.742299481589345,24.57171845400706,24.912880509171632
172,바이러스 접종군,V1,23.4,2,36.6,24.742299481589345,24.57171845400706,24.912880509171632
134,바이러스 접종군,V3,26.8,2,36.6,24.742299481589345,24.57171845400706,24.912880509171632
401,바이러스 접종군,V6,29.37,6,36.6,24.742299481589345,24.57171845400706,24.912880509171632
528,바이러스 접종군,V12,26.33,8,36.6,24.742299481589345,24.57171845400706,24.912880509171632
244,바이러스 접종군,V7,18.4,3,36.6,24.742299481589345,24.57171845400706,24.912880509171632
77,바이러스 접종군,V12,27.35,1,36.6,24.742299481589345,24.57171845400706,24.912880509171632
80,바이러스 접종군,V15,28.41,1,36.6,24.742299481589345,24.57171845400706,24.912880509171632
535,바이러스 접종군,V14,26.27,9,36.6,24.742299481589345,24.57171845400706,24.912880509171632
537,바이러스 접종군,V11,25.6,10,36.6,24.742299481589345,24.57171845400706,24.912880509171632
75,바이러스 접종군,V10,24.98,1,36.6,24.742299481589345,24.57171845400706,24.912880509171632
204,바이러스 접종군,V7,29.4,3,36.6,24.742299481589345,24.57171845400706,24.912880509171632
239,바이러스 접종군,V2,26.96,3,36.7,24.79354858054122,24.62133593355998,24.96576122752246
97,바이러스 접종군,V2,23.38,1,36.7,24.79354858054122,24.62133593355998,24.96576122752246
174,바이러스 접종군,V3,20.2,2,36.7,24.79354858054122,24.62133593355998,24.96576122752246
240,바이러스 접종군,V3,26.96,3,36.7,24.79354858054122,24.62133593355998,24.96576122752246
222,바이러스 접종군,V10,26.96,3,36.7,24.79354858054122,24.62133593355998,24.96576122752246
238,바이러스 접종군,V1,26.96,3,36.7,24.79354858054122,24.62133593355998,24.96576122752246
237,바이러스 접종군,V10,26.96,3,36.7,24.79354858054122,24.62133593355998,24.96576122752246
342,바이러스 접종군,V13,27.14,5,36.7,24.79354858054122,24.62133593355998,24.96576122752246
82,바이러스 접종군,V2,23.38,1,36.7,24.79354858054122,24.62133593355998,24.96576122752246
273,바이러스 접종군,V10,25.88,4,36.7,24.79354858054122,24.62133593355998,24.96576122752246
242,바이러스 접종군,V5,26.96,3,36.7,24.79354858054122,24.62133593355998,24.96576122752246
241,바이러스 접종군,V4,26.96,3,36.7,24.79354858054122,24.62133593355998,24.96576122752246
164,바이러스 접종군,V3,24.61,2,36.8,24.844797679493094,24.67086621249121,25.01872914649498
142,바이러스 접종군,V11,26.19,2,36.8,24.844797679493094,24.67086621249121,25.01872914649498
541,바이러스 접종군,V15,28.19,10,36.8,24.844797679493094,24.67086621249121,25.01872914649498
93,바이러스 접종군,V13,24.57,1,36.8,24.844797679493094,24.67086621249121,25.01872914649498
124,바이러스 접종군,V3,23.0,1,36.8,24.844797679493094,24.67086621249121,25.01872914649498
229,바이러스 접종군,V2,24.62,3,36.8,24.844797679493094,24.67086621249121,25.01872914649498
66,바이러스 접종군,V1,21.29,1,36.8,24.844797679493094,24.67086621249121,25.01872914649498
102,바이러스 접종군,V7,25.67,1,36.8,24.844797679493094,24.67086621249121,25.01872914649498
230,바이러스 접종군,V3,24.62,3,36.8,24.844797679493094,24.67086621249121,25.01872914649498
221,바이러스 접종군,V9,25.99,3,36.8,24.844797679493094,24.67086621249121,25.01872914649498
227,바이러스 접종군,V15,24.62,3,36.8,24.844797679493094,24.67086621249121,25.01872914649498
224,바이러스 접종군,V12,24.0,3,36.8,24.844797679493094,24.67086621249121,25.01872914649498
186,바이러스 접종군,V5,23.9,2,36.8,24.844797679493094,24.67086621249121,25.01872914649498
236,바이러스 접종군,V9,25.99,3,36.8,24.844797679493094,24.67086621249121,25.01872914649498
226,바이러스 접종군,V14,25.16,3,36.8,24.844797679493094,24.67086621249121,25.01872914649498
223,바이러스 접종군,V11,23.65,3,36.8,24.844797679493094,24.67086621249121,25.01872914649498
192,바이러스 접종군,V5,26.2,2,36.8,24.844797679493094,24.67086621249121,25.01872914649498
232,바이러스 접종군,V5,24.62,3,36.8,24.844797679493094,24.67086621249121,25.01872914649498
179,바이러스 접종군,V8,23.5,2,36.8,24.844797679493094,24.67086621249121,25.01872914649498
202,바이러스 접종군,V5,25.89,3,36.8,24.844797679493094,24.67086621249121,25.01872914649498
231,바이러스 접종군,V4,24.62,3,36.8,24.844797679493094,24.67086621249121,25.01872914649498
228,바이러스 접종군,V1,24.62,3,36.8,24.844797679493094,24.67086621249121,25.01872914649498
405,바이러스 접종군,V10,26.36,6,36.9,24.89604677844497,24.72031184944548,25.071781707444458
53,바이러스 접종군,V4,22.5,0,36.9,24.89604677844497,24.72031184944548,25.071781707444458
391,바이러스 접종군,V6,22.5,5,36.9,24.89604677844497,24.72031184944548,25.071781707444458
249,바이러스 접종군,V2,22.8,3,36.9,24.89604677844497,24.72031184944548,25.071781707444458
199,바이러스 접종군,V2,24.69,3,36.9,24.89604677844497,24.72031184944548,25.071781707444458
32,바이러스 접종군,V3,25.54,0,36.9,24.89604677844497,24.72031184944548,25.071781707444458
225,바이러스 접종군,V13,24.71,3,36.9,24.89604677844497,24.72031184944548,25.071781707444458
138,바이러스 접종군,V7,29.24,2,36.9,24.89604677844497,24.72031184944548,25.071781707444458
542,바이러스 접종군,V11,25.53,11,36.9,24.89604677844497,24.72031184944548,25.071781707444458
154,바이러스 접종군,V8,24.34,2,36.9,24.89604677844497,24.72031184944548,25.071781707444458
169,바이러스 접종군,V8,24.34,2,36.9,24.89604677844497,24.72031184944548,25.071781707444458
532,바이러스 접종군,V11,25.58,9,36.9,24.89604677844497,24.72031184944548,25.071781707444458
149,바이러스 접종군,V3,24.61,2,36.9,24.89604677844497,24.72031184944548,25.071781707444458
17,바이러스 접종군,V3,25.54,0,36.9,24.89604677844497,24.72031184944548,25.071781707444458
87,바이러스 접종군,V7,25.67,1,36.9,24.89604677844497,24.72031184944548,25.071781707444458
201,바이러스 접종군,V4,25.99,3,37.0,24.947295877396847,24.769675422630595,25.1249163321631
549,바이러스 접종군,V13,27.85,12,37.0,24.947295877396847,24.769675422630595,25.1249163321631
552,바이러스 접종군,V11,26.43,13,37.0,24.947295877396847,24.769675422630595,25.1249163321631
203,바이러스 접종군,V6,29.27,3,37.0,24.947295877396847,24.769675422630595,25.1249163321631
288,바이러스 접종군,V10,24.02,4,37.0,24.947295877396847,24.769675422630595,25.1249163321631
548,바이러스 접종군,V12,27.85,12,37.0,24.947295877396847,24.769675422630595,25.1249163321631
98,바이러스 접종군,V3,24.5,1,37.0,24.947295877396847,24.769675422630595,25.1249163321631
308,바이러스 접종군,V5,24.02,4,37.0,24.947295877396847,24.769675422630595,25.1249163321631
69,바이러스 접종군,V4,26.19,1,37.0,24.947295877396847,24.769675422630595,25.1249163321631
27,바이러스 접종군,V13,25.19,0,37.0,24.947295877396847,24.769675422630595,25.1249163321631
59,바이러스 접종군,V4,24.3,0,37.0,24.947295877396847,24.769675422630595,25.1249163321631
382,바이러스 접종군,V3,22.6,5,37.0,24.947295877396847,24.769675422630595,25.1249163321631
307,바이러스 접종군,V4,24.02,4,37.0,24.947295877396847,24.769675422630595,25.1249163321631
339,바이러스 접종군,V10,25.72,5,37.0,24.947295877396847,24.769675422630595,25.1249163321631
303,바이러스 접종군,V10,24.02,4,37.0,24.947295877396847,24.769675422630595,25.1249163321631
304,바이러스 접종군,V1,24.02,4,37.0,24.947295877396847,24.769675422630595,25.1249163321631
146,바이러스 접종군,V15,28.59,2,37.0,24.947295877396847,24.769675422630595,25.1249163321631
305,바이러스 접종군,V2,24.02,4,37.0,24.947295877396847,24.769675422630595,25.1249163321631
144,바이러스 접종군,V13,26.83,2,37.0,24.947295877396847,24.769675422630595,25.1249163321631
83,바이러스 접종군,V3,24.5,1,37.0,24.947295877396847,24.769675422630595,25.1249163321631
306,바이러스 접종군,V3,24.02,4,37.0,24.947295877396847,24.769675422630595,25.1249163321631
331,바이러스 접종군,V2,25.32,5,37.0,24.947295877396847,24.769675422630595,25.1249163321631
550,바이러스 접종군,V14,26.68,12,37.1,24.99854497634872,24.818959516870038,25.178130435827406
168,바이러스 접종군,V7,25.85,2,37.1,24.99854497634872,24.818959516870038,25.178130435827406
200,바이러스 접종군,V3,27.01,3,37.1,24.99854497634872,24.818959516870038,25.178130435827406
118,바이러스 접종군,V3,24.3,1,37.1,24.99854497634872,24.818959516870038,25.178130435827406
18,바이러스 접종군,V4,24.27,0,37.1,24.99854497634872,24.818959516870038,25.178130435827406
262,바이러스 접종군,V9,26.2,3,37.1,24.99854497634872,24.818959516870038,25.178130435827406
153,바이러스 접종군,V7,25.85,2,37.1,24.99854497634872,24.818959516870038,25.178130435827406
547,바이러스 접종군,V11,25.85,12,37.1,24.99854497634872,24.818959516870038,25.178130435827406
139,바이러스 접종군,V8,23.27,2,37.1,24.99854497634872,24.818959516870038,25.178130435827406
33,바이러스 접종군,V4,24.27,0,37.1,24.99854497634872,24.818959516870038,25.178130435827406
167,바이러스 접종군,V6,24.57,2,37.2,25.0497940753006,24.868166711765102,25.231421438836097
546,바이러스 접종군,V15,28.56,11,37.2,25.0497940753006,24.868166711765102,25.231421438836097
152,바이러스 접종군,V6,24.57,2,37.2,25.0497940753006,24.868166711765102,25.231421438836097
143,바이러스 접종군,V12,27.65,2,37.2,25.0497940753006,24.868166711765102,25.231421438836097
132,바이러스 접종군,V1,21.62,2,37.2,25.0497940753006,24.868166711765102,25.231421438836097
536,바이러스 접종군,V15,28.01,9,37.2,25.0497940753006,24.868166711765102,25.231421438836097
129,바이러스 접종군,V8,22.7,1,37.2,25.0497940753006,24.868166711765102,25.231421438836097
191,바이러스 접종군,V4,24.7,2,37.2,25.0497940753006,24.868166711765102,25.231421438836097
457,바이러스 접종군,V6,21.5,6,37.2,25.0497940753006,24.868166711765102,25.231421438836097
408,바이러스 접종군,V13,26.77,6,37.2,25.0497940753006,24.868166711765102,25.231421438836097
291,바이러스 접종군,V13,21.63,4,37.2,25.0497940753006,24.868166711765102,25.231421438836097
197,바이러스 접종군,V10,23.6,2,37.2,25.0497940753006,24.868166711765102,25.231421438836097
120,바이러스 접종군,V5,23.4,1,37.2,25.0497940753006,24.868166711765102,25.231421438836097
113,바이러스 접종군,V8,24.5,1,37.2,25.0497940753006,24.868166711765102,25.231421438836097
54,바이러스 접종군,V5,23.7,0,37.3,25.10104317425247,24.91729957099666,25.28478677750828
195,바이러스 접종군,V8,23.0,2,37.3,25.10104317425247,24.91729957099666,25.28478677750828
473,바이러스 접종군,V12,26.0,7,37.3,25.10104317425247,24.91729957099666,25.28478677750828
184,바이러스 접종군,V3,24.6,2,37.3,25.10104317425247,24.91729957099666,25.28478677750828
178,바이러스 접종군,V7,20.6,2,37.3,25.10104317425247,24.91729957099666,25.28478677750828
92,바이러스 접종군,V12,24.0,1,37.3,25.10104317425247,24.91729957099666,25.28478677750828
410,바이러스 접종군,V15,28.14,6,37.3,25.10104317425247,24.91729957099666,25.28478677750828
419,바이러스 접종군,V9,28.14,6,37.3,25.10104317425247,24.91729957099666,25.28478677750828
416,바이러스 접종군,V6,28.14,6,37.3,25.10104317425247,24.91729957099666,25.28478677750828
415,바이러스 접종군,V5,28.14,6,37.3,25.10104317425247,24.91729957099666,25.28478677750828
420,바이러스 접종군,V10,28.14,6,37.3,25.10104317425247,24.91729957099666,25.28478677750828
407,바이러스 접종군,V12,27.1,6,37.3,25.10104317425247,24.91729957099666,25.28478677750828
414,바이러스 접종군,V4,28.14,6,37.3,25.10104317425247,24.91729957099666,25.28478677750828
418,바이러스 접종군,V8,28.14,6,37.3,25.10104317425247,24.91729957099666,25.28478677750828
412,바이러스 접종군,V2,28.14,6,37.3,25.10104317425247,24.91729957099666,25.28478677750828
413,바이러스 접종군,V3,28.14,6,37.3,25.10104317425247,24.91729957099666,25.28478677750828
115,바이러스 접종군,V10,25.8,1,37.3,25.10104317425247,24.91729957099666,25.28478677750828
332,바이러스 접종군,V3,27.0,5,37.3,25.10104317425247,24.91729957099666,25.28478677750828
177,바이러스 접종군,V6,25.2,2,37.3,25.10104317425247,24.91729957099666,25.28478677750828
128,바이러스 접종군,V7,23.5,1,37.3,25.10104317425247,24.91729957099666,25.28478677750828
411,바이러스 접종군,V1,28.14,6,37.3,25.10104317425247,24.91729957099666,25.28478677750828
417,바이러스 접종군,V7,28.14,6,37.3,25.10104317425247,24.91729957099666,25.28478677750828
465,바이러스 접종군,V4,19.4,7,37.4,25.15229227320435,24.96636063277194,25.338223913636757
466,바이러스 접종군,V5,19.4,7,37.4,25.15229227320435,24.96636063277194,25.338223913636757
336,바이러스 접종군,V7,29.69,5,37.4,25.15229227320435,24.96636063277194,25.338223913636757
51,바이러스 접종군,V2,23.2,0,37.4,25.15229227320435,24.96636063277194,25.338223913636757
463,바이러스 접종군,V2,19.4,7,37.4,25.15229227320435,24.96636063277194,25.338223913636757
464,바이러스 접종군,V3,19.4,7,37.4,25.15229227320435,24.96636063277194,25.338223913636757
461,바이러스 접종군,V10,19.4,6,37.4,25.15229227320435,24.96636063277194,25.338223913636757
471,바이러스 접종군,V10,24.97,7,37.4,25.15229227320435,24.96636063277194,25.338223913636757
141,바이러스 접종군,V10,25.95,2,37.4,25.15229227320435,24.96636063277194,25.338223913636757
19,바이러스 접종군,V5,26.03,0,37.4,25.15229227320435,24.96636063277194,25.338223913636757
107,바이러스 접종군,V2,25.8,1,37.4,25.15229227320435,24.96636063277194,25.338223913636757
34,바이러스 접종군,V5,26.03,0,37.4,25.15229227320435,24.96636063277194,25.338223913636757
99,바이러스 접종군,V4,23.0,1,37.4,25.15229227320435,24.96636063277194,25.338223913636757
84,바이러스 접종군,V4,23.0,1,37.4,25.15229227320435,24.96636063277194,25.338223913636757
462,바이러스 접종군,V1,19.4,7,37.4,25.15229227320435,24.96636063277194,25.338223913636757
3,바이러스 접종군,V4,26.57,0,37.5,25.203541372156227,25.015352401400154,25.3917303429123
333,바이러스 접종군,V4,26.33,5,37.5,25.203541372156227,25.015352401400154,25.3917303429123
560,바이러스 접종군,V14,27.15,14,37.5,25.203541372156227,25.015352401400154,25.3917303429123
38,바이러스 접종군,V9,29.53,0,37.5,25.203541372156227,25.015352401400154,25.3917303429123
557,바이러스 접종군,V11,26.0,14,37.5,25.203541372156227,25.015352401400154,25.3917303429123
109,바이러스 접종군,V4,29.0,1,37.5,25.203541372156227,25.015352401400154,25.3917303429123
23,바이러스 접종군,V9,29.53,0,37.5,25.203541372156227,25.015352401400154,25.3917303429123
157,바이러스 접종군,V11,25.18,2,37.5,25.203541372156227,25.015352401400154,25.3917303429123
460,바이러스 접종군,V9,21.0,6,37.5,25.203541372156227,25.015352401400154,25.3917303429123
72,바이러스 접종군,V7,29.53,1,37.6,25.2547904711081,25.06427733996366,25.445303602252544
558,바이러스 접종군,V12,28.2,14,37.6,25.2547904711081,25.06427733996366,25.445303602252544
194,바이러스 접종군,V7,23.2,2,37.6,25.2547904711081,25.06427733996366,25.445303602252544
250,바이러스 접종군,V3,24.1,3,37.6,25.2547904711081,25.06427733996366,25.445303602252544
409,바이러스 접종군,V14,25.98,6,37.6,25.2547904711081,25.06427733996366,25.445303602252544
559,바이러스 접종군,V13,28.2,14,37.6,25.2547904711081,25.06427733996366,25.445303602252544
122,바이러스 접종군,V1,22.9,1,37.6,25.2547904711081,25.06427733996366,25.445303602252544
131,바이러스 접종군,V10,23.7,1,37.6,25.2547904711081,25.06427733996366,25.445303602252544
183,바이러스 접종군,V2,22.6,2,37.6,25.2547904711081,25.06427733996366,25.445303602252544
60,바이러스 접종군,V5,25.6,0,37.6,25.2547904711081,25.06427733996366,25.445303602252544
159,바이러스 접종군,V13,28.73,2,37.6,25.2547904711081,25.06427733996366,25.445303602252544
253,바이러스 접종군,V6,22.2,3,37.7,25.30603957005998,25.113137864037004,25.498941276082956
255,바이러스 접종군,V2,22.2,3,37.7,25.30603957005998,25.113137864037004,25.498941276082956
254,바이러스 접종군,V1,22.2,3,37.7,25.30603957005998,25.113137864037004,25.498941276082956
252,바이러스 접종군,V5,22.2,3,37.7,25.30603957005998,25.113137864037004,25.498941276082956
251,바이러스 접종군,V4,22.2,3,37.7,25.30603957005998,25.113137864037004,25.498941276082956
105,바이러스 접종군,V10,28.26,1,37.7,25.30603957005998,25.113137864037004,25.498941276082956
256,바이러스 접종군,V3,22.2,3,37.7,25.30603957005998,25.113137864037004,25.498941276082956
114,바이러스 접종군,V9,20.5,1,37.7,25.30603957005998,25.113137864037004,25.498941276082956
258,바이러스 접종군,V5,22.2,3,37.7,25.30603957005998,25.113137864037004,25.498941276082956
117,바이러스 접종군,V2,22.5,1,37.7,25.30603957005998,25.113137864037004,25.498941276082956
534,바이러스 접종군,V13,27.78,9,37.7,25.30603957005998,25.113137864037004,25.498941276082956
90,바이러스 접종군,V10,28.26,1,37.7,25.30603957005998,25.113137864037004,25.498941276082956
406,바이러스 접종군,V11,26.17,6,37.7,25.30603957005998,25.113137864037004,25.498941276082956
533,바이러스 접종군,V12,27.78,9,37.7,25.30603957005998,25.113137864037004,25.498941276082956
189,바이러스 접종군,V2,21.9,2,37.7,25.30603957005998,25.113137864037004,25.498941276082956
257,바이러스 접종군,V4,22.2,3,37.7,25.30603957005998,25.113137864037004,25.498941276082956
158,바이러스 접종군,V12,24.73,2,37.8,25.35728866901185,25.161936336395687,25.552641001628015
334,바이러스 접종군,V5,26.0,5,37.8,25.35728866901185,25.161936336395687,25.552641001628015
161,바이러스 접종군,V15,26.78,2,37.8,25.35728866901185,25.161936336395687,25.552641001628015
160,바이러스 접종군,V14,26.23,2,37.8,25.35728866901185,25.161936336395687,25.552641001628015
316,바이러스 접종군,V3,24.1,4,37.8,25.35728866901185,25.161936336395687,25.552641001628015
127,바이러스 접종군,V6,23.5,1,37.8,25.35728866901185,25.161936336395687,25.552641001628015
125,바이러스 접종군,V4,24.8,1,37.8,25.35728866901185,25.161936336395687,25.552641001628015
104,바이러스 접종군,V9,28.41,1,37.8,25.35728866901185,25.161936336395687,25.552641001628015
95,바이러스 접종군,V15,26.29,1,37.8,25.35728866901185,25.161936336395687,25.552641001628015
94,바이러스 접종군,V14,26.89,1,37.8,25.35728866901185,25.161936336395687,25.552641001628015
89,바이러스 접종군,V9,28.41,1,37.8,25.35728866901185,25.161936336395687,25.552641001628015
50,바이러스 접종군,V1,26.4,0,37.9,25.40853776796373,25.210675062649,25.60640047327846
176,바이러스 접종군,V5,24.3,2,37.9,25.40853776796373,25.210675062649,25.60640047327846
123,바이러스 접종군,V2,21.3,1,37.9,25.40853776796373,25.210675062649,25.60640047327846
26,바이러스 접종군,V12,25.14,0,37.9,25.40853776796373,25.210675062649,25.60640047327846
156,바이러스 접종군,V10,28.12,2,37.9,25.40853776796373,25.210675062649,25.60640047327846
171,바이러스 접종군,V10,28.12,2,37.9,25.40853776796373,25.210675062649,25.60640047327846
14,바이러스 접종군,V15,28.45,0,38.0,25.459786866915604,25.259356287726106,25.6602174461051
106,바이러스 접종군,V1,25.6,1,38.0,25.459786866915604,25.259356287726106,25.6602174461051
108,바이러스 접종군,V3,22.0,1,38.0,25.459786866915604,25.259356287726106,25.6602174461051
130,바이러스 접종군,V9,26.2,1,38.0,25.459786866915604,25.259356287726106,25.6602174461051
198,바이러스 접종군,V1,21.39,3,38.0,25.459786866915604,25.259356287726106,25.6602174461051
315,바이러스 접종군,V2,22.6,4,38.0,25.459786866915604,25.259356287726106,25.6602174461051
330,바이러스 접종군,V1,21.73,5,38.0,25.459786866915604,25.259356287726106,25.6602174461051
9,바이러스 접종군,V10,25.11,0,38.1,25.51103596586748,25.307982193142383,25.71408973859258
4,바이러스 접종군,V5,26.1,0,38.1,25.51103596586748,25.307982193142383,25.71408973859258
512,바이러스 접종군,V6,22.7,7,38.1,25.51103596586748,25.307982193142383,25.71408973859258
185,바이러스 접종군,V4,22.5,2,38.1,25.51103596586748,25.307982193142383,25.71408973859258
13,바이러스 접종군,V14,26.57,0,38.1,25.51103596586748,25.307982193142383,25.71408973859258
119,바이러스 접종군,V4,22.4,1,38.1,25.51103596586748,25.307982193142383,25.71408973859258
193,바이러스 접종군,V6,23.7,2,38.1,25.51103596586748,25.307982193142383,25.71408973859258
5,바이러스 접종군,V6,28.61,0,38.2,25.562285064819356,25.35655489497195,25.768015234666763
7,바이러스 접종군,V8,22.53,0,38.2,25.562285064819356,25.35655489497195,25.768015234666763
0,바이러스 접종군,V1,21.64,0,38.2,25.562285064819356,25.35655489497195,25.768015234666763
112,바이러스 접종군,V7,21.7,1,38.2,25.562285064819356,25.35655489497195,25.768015234666763
318,바이러스 접종군,V5,22.0,4,38.2,25.562285064819356,25.35655489497195,25.768015234666763
319,바이러스 접종군,V6,22.0,4,38.2,25.562285064819356,25.35655489497195,25.768015234666763
320,바이러스 접종군,V1,22.0,4,38.2,25.562285064819356,25.35655489497195,25.768015234666763
28,바이러스 접종군,V14,27.17,0,38.2,25.562285064819356,25.35655489497195,25.768015234666763
321,바이러스 접종군,V2,22.0,4,38.2,25.562285064819356,25.35655489497195,25.768015234666763
322,바이러스 접종군,V3,22.0,4,38.2,25.562285064819356,25.35655489497195,25.768015234666763
323,바이러스 접종군,V4,22.0,4,38.2,25.562285064819356,25.35655489497195,25.768015234666763
324,바이러스 접종군,V5,22.0,4,38.2,25.562285064819356,25.35655489497195,25.768015234666763
317,바이러스 접종군,V4,22.0,4,38.2,25.562285064819356,25.35655489497195,25.768015234666763
187,바이러스 접종군,V6,21.2,2,38.3,25.61353416377123,25.40507644245376,25.821991885088703
2,바이러스 접종군,V3,27.18,0,38.3,25.61353416377123,25.40507644245376,25.821991885088703
85,바이러스 접종군,V5,25.46,1,38.3,25.61353416377123,25.40507644245376,25.821991885088703
29,바이러스 접종군,V15,26.68,0,38.3,25.61353416377123,25.40507644245376,25.821991885088703
110,바이러스 접종군,V5,25.9,1,38.3,25.61353416377123,25.40507644245376,25.821991885088703
100,바이러스 접종군,V5,25.46,1,38.4,25.66478326272311,25.45354881716039,25.87601770828583
121,바이러스 접종군,V6,20.7,1,38.4,25.66478326272311,25.45354881716039,25.87601770828583
126,바이러스 접종군,V5,25.9,1,38.4,25.66478326272311,25.45354881716039,25.87601770828583
196,바이러스 접종군,V9,25.8,2,38.4,25.66478326272311,25.45354881716039,25.87601770828583
55,바이러스 접종군,V6,20.7,0,38.4,25.66478326272311,25.45354881716039,25.87601770828583
39,바이러스 접종군,V10,28.34,0,38.4,25.66478326272311,25.45354881716039,25.87601770828583
24,바이러스 접종군,V10,28.34,0,38.4,25.66478326272311,25.45354881716039,25.87601770828583
11,바이러스 접종군,V12,27.32,0,38.4,25.66478326272311,25.45354881716039,25.87601770828583
6,바이러스 접종군,V7,29.26,0,38.5,25.716032361674984,25.501973932662263,25.930090790687704
8,바이러스 접종군,V9,26.97,0,38.5,25.716032361674984,25.501973932662263,25.930090790687704
12,바이러스 접종군,V13,27.32,0,38.6,25.76728146062686,25.550353634623644,25.98420928663008
155,바이러스 접종군,V9,27.75,2,38.7,25.818530559578736,25.59868970127106,26.038371417886413
170,바이러스 접종군,V9,27.75,2,38.7,25.818530559578736,25.59868970127106,26.038371417886413
1,바이러스 접종군,V2,24.66,0,38.7,25.818530559578736,25.59868970127106,26.038371417886413
182,바이러스 접종군,V1,26.3,2,39.0,25.972277856434363,25.743452878371006,26.20110283449772
10,바이러스 접종군,V11,25.96,0,39.0,25.972277856434363,25.743452878371006,26.20110283449772
116,바이러스 접종군,V1,26.6,1,39.0,25.972277856434363,25.743452878371006,26.20110283449772
